"CELL30M","ISO3","X","Y"
"41500","RUS","50.25","61.25"
"41501","RUS","50.75","61.25"
"41502","RUS","51.25","61.25"
"41503","RUS","51.75","61.25"
"41504","RUS","52.25","61.25"
"41505","RUS","52.75","61.25"
"41506","RUS","53.25","61.25"
"41507","RUS","53.75","61.25"
"41508","RUS","54.25","61.25"
"41509","RUS","54.75","61.25"
"41510","RUS","55.25","61.25"
"41511","RUS","55.75","61.25"
"41512","RUS","56.25","61.25"
"41513","RUS","56.75","61.25"
"41514","RUS","57.25","61.25"
"41515","RUS","57.75","61.25"
"41516","RUS","58.25","61.25"
"41517","RUS","58.75","61.25"
"41519","RUS","59.75","61.25"
"41520","RUS","60.25","61.25"
"41523","RUS","61.75","61.25"
"41524","RUS","62.25","61.25"
"41525","RUS","62.75","61.25"
"41526","RUS","63.25","61.25"
"41527","RUS","63.75","61.25"
"41528","RUS","64.25","61.25"
"41529","RUS","64.75","61.25"
"41530","RUS","65.25","61.25"
"41531","RUS","65.75","61.25"
"41532","RUS","66.25","61.25"
"41533","RUS","66.75","61.25"
"41534","RUS","67.25","61.25"
"41538","RUS","69.25","61.25"
"41539","RUS","69.75","61.25"
"41546","RUS","73.25","61.25"
"41547","RUS","73.75","61.25"
"41548","RUS","74.25","61.25"
"41549","RUS","74.75","61.25"
"41559","RUS","79.75","61.25"
"41567","RUS","83.75","61.25"
"41569","RUS","84.75","61.25"
"41571","RUS","85.75","61.25"
"41572","RUS","86.25","61.25"
"41574","RUS","87.25","61.25"
"41579","RUS","89.75","61.25"
"41582","RUS","91.25","61.25"
"41583","RUS","91.75","61.25"
"41592","RUS","96.25","61.25"
"41596","RUS","98.25","61.25"
"41605","RUS","102.75","61.25"
"41606","RUS","103.25","61.25"
"41656","RUS","128.25","61.25"
"41658","RUS","129.25","61.25"
"41661","RUS","130.75","61.25"
"41664","RUS","132.25","61.25"
"41665","RUS","132.75","61.25"
"41817","USA","-151.25","60.75"
"41818","USA","-150.75","60.75"
"41819","USA","-150.25","60.75"
"41820","USA","-149.75","60.75"
"41825","USA","-147.25","60.75"
"41826","USA","-146.75","60.75"
"41827","USA","-146.25","60.75"
"41828","USA","-145.75","60.75"
"41846","CAN","-136.75","60.75"
"41850","CAN","-134.75","60.75"
"41851","CAN","-134.25","60.75"
"41852","CAN","-133.75","60.75"
"41854","CAN","-132.75","60.75"
"41855","CAN","-132.25","60.75"
"41856","CAN","-131.75","60.75"
"41861","CAN","-129.25","60.75"
"41862","CAN","-128.75","60.75"
"41863","CAN","-128.25","60.75"
"41865","CAN","-127.25","60.75"
"41867","CAN","-126.25","60.75"
"41872","CAN","-123.75","60.75"
"41873","CAN","-123.25","60.75"
"41876","CAN","-121.75","60.75"
"41877","CAN","-121.25","60.75"
"41878","CAN","-120.75","60.75"
"41879","CAN","-120.25","60.75"
"41880","CAN","-119.75","60.75"
"41881","CAN","-119.25","60.75"
"41882","CAN","-118.75","60.75"
"41883","CAN","-118.25","60.75"
"41884","CAN","-117.75","60.75"
"41885","CAN","-117.25","60.75"
"41887","CAN","-116.25","60.75"
"41889","CAN","-115.25","60.75"
"41890","CAN","-114.75","60.75"
"41891","CAN","-114.25","60.75"
"41892","CAN","-113.75","60.75"
"41893","CAN","-113.25","60.75"
"41894","CAN","-112.75","60.75"
"41895","CAN","-112.25","60.75"
"41896","CAN","-111.75","60.75"
"41897","CAN","-111.25","60.75"
"41898","CAN","-110.75","60.75"
"41899","CAN","-110.25","60.75"
"41900","CAN","-109.75","60.75"
"41901","CAN","-109.25","60.75"
"41902","CAN","-108.75","60.75"
"41903","CAN","-108.25","60.75"
"42027","GRL","-46.25","60.75"
"42028","GRL","-45.75","60.75"
"42029","GRL","-45.25","60.75"
"42030","GRL","-44.75","60.75"
"42116","GBR","-1.75","60.75"
"42117","GBR","-1.25","60.75"
"42118","GBR","-0.75","60.75"
"42129","NOR","4.75","60.75"
"42130","NOR","5.25","60.75"
"42131","NOR","5.75","60.75"
"42132","NOR","6.25","60.75"
"42133","NOR","6.75","60.75"
"42136","NOR","8.25","60.75"
"42137","NOR","8.75","60.75"
"42138","NOR","9.25","60.75"
"42139","NOR","9.75","60.75"
"42140","NOR","10.25","60.75"
"42141","NOR","10.75","60.75"
"42142","NOR","11.25","60.75"
"42143","NOR","11.75","60.75"
"42144","NOR","12.25","60.75"
"42145","SWE","12.75","60.75"
"42146","SWE","13.25","60.75"
"42147","SWE","13.75","60.75"
"42148","SWE","14.25","60.75"
"42149","SWE","14.75","60.75"
"42150","SWE","15.25","60.75"
"42151","SWE","15.75","60.75"
"42152","SWE","16.25","60.75"
"42153","SWE","16.75","60.75"
"42154","SWE","17.25","60.75"
"42155","SWE","17.75","60.75"
"42156","SWE","18.25","60.75"
"42162","FIN","21.25","60.75"
"42163","FIN","21.75","60.75"
"42164","FIN","22.25","60.75"
"42165","FIN","22.75","60.75"
"42166","FIN","23.25","60.75"
"42167","FIN","23.75","60.75"
"42168","FIN","24.25","60.75"
"42169","FIN","24.75","60.75"
"42170","FIN","25.25","60.75"
"42171","FIN","25.75","60.75"
"42172","FIN","26.25","60.75"
"42173","FIN","26.75","60.75"
"42174","FIN","27.25","60.75"
"42175","FIN","27.75","60.75"
"42176","RUS","28.25","60.75"
"42177","RUS","28.75","60.75"
"42178","RUS","29.25","60.75"
"42179","RUS","29.75","60.75"
"42180","RUS","30.25","60.75"
"42181","RUS","30.75","60.75"
"42185","RUS","32.75","60.75"
"42186","RUS","33.25","60.75"
"42187","RUS","33.75","60.75"
"42188","RUS","34.25","60.75"
"42189","RUS","34.75","60.75"
"42190","RUS","35.25","60.75"
"42191","RUS","35.75","60.75"
"42192","RUS","36.25","60.75"
"42193","RUS","36.75","60.75"
"42194","RUS","37.25","60.75"
"42195","RUS","37.75","60.75"
"42196","RUS","38.25","60.75"
"42197","RUS","38.75","60.75"
"42198","RUS","39.25","60.75"
"42199","RUS","39.75","60.75"
"42200","RUS","40.25","60.75"
"42201","RUS","40.75","60.75"
"42202","RUS","41.25","60.75"
"42203","RUS","41.75","60.75"
"42204","RUS","42.25","60.75"
"42205","RUS","42.75","60.75"
"42206","RUS","43.25","60.75"
"42207","RUS","43.75","60.75"
"42208","RUS","44.25","60.75"
"42209","RUS","44.75","60.75"
"42210","RUS","45.25","60.75"
"42211","RUS","45.75","60.75"
"42212","RUS","46.25","60.75"
"42213","RUS","46.75","60.75"
"42214","RUS","47.25","60.75"
"42215","RUS","47.75","60.75"
"42216","RUS","48.25","60.75"
"42217","RUS","48.75","60.75"
"42218","RUS","49.25","60.75"
"42219","RUS","49.75","60.75"
"42220","RUS","50.25","60.75"
"42221","RUS","50.75","60.75"
"42222","RUS","51.25","60.75"
"42223","RUS","51.75","60.75"
"42224","RUS","52.25","60.75"
"42225","RUS","52.75","60.75"
"42226","RUS","53.25","60.75"
"42227","RUS","53.75","60.75"
"42228","RUS","54.25","60.75"
"42229","RUS","54.75","60.75"
"42230","RUS","55.25","60.75"
"42231","RUS","55.75","60.75"
"42232","RUS","56.25","60.75"
"42233","RUS","56.75","60.75"
"42234","RUS","57.25","60.75"
"42235","RUS","57.75","60.75"
"42237","RUS","58.75","60.75"
"42238","RUS","59.25","60.75"
"42239","RUS","59.75","60.75"
"42240","RUS","60.25","60.75"
"42241","RUS","60.75","60.75"
"42242","RUS","61.25","60.75"
"42243","RUS","61.75","60.75"
"42244","RUS","62.25","60.75"
"42245","RUS","62.75","60.75"
"42246","RUS","63.25","60.75"
"42247","RUS","63.75","60.75"
"42248","RUS","64.25","60.75"
"42249","RUS","64.75","60.75"
"42254","RUS","67.25","60.75"
"42258","RUS","69.25","60.75"
"42259","RUS","69.75","60.75"
"42261","RUS","70.75","60.75"
"42266","RUS","73.25","60.75"
"42267","RUS","73.75","60.75"
"42272","RUS","76.25","60.75"
"42273","RUS","76.75","60.75"
"42279","RUS","79.75","60.75"
"42290","RUS","85.25","60.75"
"42291","RUS","85.75","60.75"
"42292","RUS","86.25","60.75"
"42293","RUS","86.75","60.75"
"42294","RUS","87.25","60.75"
"42295","RUS","87.75","60.75"
"42299","RUS","89.75","60.75"
"42311","RUS","95.75","60.75"
"42313","RUS","96.75","60.75"
"42322","RUS","101.25","60.75"
"42353","RUS","116.75","60.75"
"42355","RUS","117.75","60.75"
"42356","RUS","118.25","60.75"
"42383","RUS","131.75","60.75"
"42384","RUS","132.25","60.75"
"42392","RUS","136.25","60.75"
"42537","USA","-151.25","60.25"
"42538","USA","-150.75","60.25"
"42539","USA","-150.25","60.25"
"42540","USA","-149.75","60.25"
"42541","USA","-149.25","60.25"
"42542","USA","-148.75","60.25"
"42543","USA","-148.25","60.25"
"42544","USA","-147.75","60.25"
"42545","USA","-147.25","60.25"
"42546","USA","-146.75","60.25"
"42547","USA","-146.25","60.25"
"42548","USA","-145.75","60.25"
"42551","USA","-144.25","60.25"
"42552","USA","-143.75","60.25"
"42567","CAN","-136.25","60.25"
"42570","CAN","-134.75","60.25"
"42571","CAN","-134.25","60.25"
"42572","CAN","-133.75","60.25"
"42574","CAN","-132.75","60.25"
"42575","CAN","-132.25","60.25"
"42576","CAN","-131.75","60.25"
"42581","CAN","-129.25","60.25"
"42582","CAN","-128.75","60.25"
"42583","CAN","-128.25","60.25"
"42586","CAN","-126.75","60.25"
"42589","CAN","-125.25","60.25"
"42590","CAN","-124.75","60.25"
"42592","CAN","-123.75","60.25"
"42593","CAN","-123.25","60.25"
"42598","CAN","-120.75","60.25"
"42599","CAN","-120.25","60.25"
"42600","CAN","-119.75","60.25"
"42601","CAN","-119.25","60.25"
"42604","CAN","-117.75","60.25"
"42605","CAN","-117.25","60.25"
"42606","CAN","-116.75","60.25"
"42607","CAN","-116.25","60.25"
"42608","CAN","-115.75","60.25"
"42609","CAN","-115.25","60.25"
"42610","CAN","-114.75","60.25"
"42611","CAN","-114.25","60.25"
"42612","CAN","-113.75","60.25"
"42613","CAN","-113.25","60.25"
"42614","CAN","-112.75","60.25"
"42615","CAN","-112.25","60.25"
"42616","CAN","-111.75","60.25"
"42617","CAN","-111.25","60.25"
"42618","CAN","-110.75","60.25"
"42619","CAN","-110.25","60.25"
"42620","CAN","-109.75","60.25"
"42621","CAN","-109.25","60.25"
"42622","CAN","-108.75","60.25"
"42623","CAN","-108.25","60.25"
"42624","CAN","-107.75","60.25"
"42625","CAN","-107.25","60.25"
"42836","GBR","-1.75","60.25"
"42837","GBR","-1.25","60.25"
"42849","NOR","4.75","60.25"
"42850","NOR","5.25","60.25"
"42851","NOR","5.75","60.25"
"42852","NOR","6.25","60.25"
"42853","NOR","6.75","60.25"
"42857","NOR","8.75","60.25"
"42858","NOR","9.25","60.25"
"42859","NOR","9.75","60.25"
"42860","NOR","10.25","60.25"
"42861","NOR","10.75","60.25"
"42862","NOR","11.25","60.25"
"42863","NOR","11.75","60.25"
"42864","NOR","12.25","60.25"
"42865","SWE","12.75","60.25"
"42866","SWE","13.25","60.25"
"42867","SWE","13.75","60.25"
"42868","SWE","14.25","60.25"
"42869","SWE","14.75","60.25"
"42870","SWE","15.25","60.25"
"42871","SWE","15.75","60.25"
"42872","SWE","16.25","60.25"
"42873","SWE","16.75","60.25"
"42874","SWE","17.25","60.25"
"42875","SWE","17.75","60.25"
"42876","SWE","18.25","60.25"
"42877","SWE","18.75","60.25"
"42878","ALA","19.25","60.25"
"42879","ALA","19.75","60.25"
"42880","ALA","20.25","60.25"
"42882","FIN","21.25","60.25"
"42883","FIN","21.75","60.25"
"42884","FIN","22.25","60.25"
"42885","FIN","22.75","60.25"
"42886","FIN","23.25","60.25"
"42887","FIN","23.75","60.25"
"42888","FIN","24.25","60.25"
"42889","FIN","24.75","60.25"
"42890","FIN","25.25","60.25"
"42891","FIN","25.75","60.25"
"42892","FIN","26.25","60.25"
"42893","FIN","26.75","60.25"
"42894","FIN","27.25","60.25"
"42895","RUS","27.75","60.25"
"42896","RUS","28.25","60.25"
"42897","RUS","28.75","60.25"
"42898","RUS","29.25","60.25"
"42899","RUS","29.75","60.25"
"42900","RUS","30.25","60.25"
"42901","RUS","30.75","60.25"
"42902","RUS","31.25","60.25"
"42903","RUS","31.75","60.25"
"42904","RUS","32.25","60.25"
"42905","RUS","32.75","60.25"
"42906","RUS","33.25","60.25"
"42907","RUS","33.75","60.25"
"42908","RUS","34.25","60.25"
"42909","RUS","34.75","60.25"
"42910","RUS","35.25","60.25"
"42911","RUS","35.75","60.25"
"42912","RUS","36.25","60.25"
"42913","RUS","36.75","60.25"
"42914","RUS","37.25","60.25"
"42915","RUS","37.75","60.25"
"42916","RUS","38.25","60.25"
"42917","RUS","38.75","60.25"
"42918","RUS","39.25","60.25"
"42919","RUS","39.75","60.25"
"42920","RUS","40.25","60.25"
"42921","RUS","40.75","60.25"
"42922","RUS","41.25","60.25"
"42923","RUS","41.75","60.25"
"42924","RUS","42.25","60.25"
"42925","RUS","42.75","60.25"
"42926","RUS","43.25","60.25"
"42927","RUS","43.75","60.25"
"42928","RUS","44.25","60.25"
"42929","RUS","44.75","60.25"
"42930","RUS","45.25","60.25"
"42931","RUS","45.75","60.25"
"42932","RUS","46.25","60.25"
"42933","RUS","46.75","60.25"
"42934","RUS","47.25","60.25"
"42935","RUS","47.75","60.25"
"42936","RUS","48.25","60.25"
"42937","RUS","48.75","60.25"
"42938","RUS","49.25","60.25"
"42939","RUS","49.75","60.25"
"42940","RUS","50.25","60.25"
"42941","RUS","50.75","60.25"
"42942","RUS","51.25","60.25"
"42943","RUS","51.75","60.25"
"42944","RUS","52.25","60.25"
"42945","RUS","52.75","60.25"
"42946","RUS","53.25","60.25"
"42947","RUS","53.75","60.25"
"42948","RUS","54.25","60.25"
"42949","RUS","54.75","60.25"
"42950","RUS","55.25","60.25"
"42951","RUS","55.75","60.25"
"42952","RUS","56.25","60.25"
"42953","RUS","56.75","60.25"
"42954","RUS","57.25","60.25"
"42955","RUS","57.75","60.25"
"42956","RUS","58.25","60.25"
"42957","RUS","58.75","60.25"
"42958","RUS","59.25","60.25"
"42959","RUS","59.75","60.25"
"42960","RUS","60.25","60.25"
"42961","RUS","60.75","60.25"
"42962","RUS","61.25","60.25"
"42963","RUS","61.75","60.25"
"42964","RUS","62.25","60.25"
"42965","RUS","62.75","60.25"
"42966","RUS","63.25","60.25"
"42967","RUS","63.75","60.25"
"42968","RUS","64.25","60.25"
"42969","RUS","64.75","60.25"
"42970","RUS","65.25","60.25"
"42971","RUS","65.75","60.25"
"42972","RUS","66.25","60.25"
"42973","RUS","66.75","60.25"
"42974","RUS","67.25","60.25"
"42975","RUS","67.75","60.25"
"42977","RUS","68.75","60.25"
"42979","RUS","69.75","60.25"
"42987","RUS","73.75","60.25"
"42997","RUS","78.75","60.25"
"42998","RUS","79.25","60.25"
"42999","RUS","79.75","60.25"
"43010","RUS","85.25","60.25"
"43016","RUS","88.25","60.25"
"43018","RUS","89.25","60.25"
"43019","RUS","89.75","60.25"
"43020","RUS","90.25","60.25"
"43021","RUS","90.75","60.25"
"43026","RUS","93.25","60.25"
"43027","RUS","93.75","60.25"
"43028","RUS","94.25","60.25"
"43029","RUS","94.75","60.25"
"43031","RUS","95.75","60.25"
"43032","RUS","96.25","60.25"
"43033","RUS","96.75","60.25"
"43035","RUS","97.75","60.25"
"43036","RUS","98.25","60.25"
"43041","RUS","100.75","60.25"
"43043","RUS","101.75","60.25"
"43074","RUS","117.25","60.25"
"43077","RUS","118.75","60.25"
"43079","RUS","119.75","60.25"
"43080","RUS","120.25","60.25"
"43135","RUS","147.75","60.25"
"43245","USA","-157.25","59.75"
"43256","USA","-151.75","59.75"
"43257","USA","-151.25","59.75"
"43258","USA","-150.75","59.75"
"43261","USA","-149.25","59.75"
"43262","USA","-148.75","59.75"
"43263","USA","-148.25","59.75"
"43264","USA","-147.75","59.75"
"43291","CAN","-134.25","59.75"
"43292","CAN","-133.75","59.75"
"43293","CAN","-133.25","59.75"
"43294","CAN","-132.75","59.75"
"43296","CAN","-131.75","59.75"
"43297","CAN","-131.25","59.75"
"43301","CAN","-129.25","59.75"
"43303","CAN","-128.25","59.75"
"43304","CAN","-127.75","59.75"
"43305","CAN","-127.25","59.75"
"43306","CAN","-126.75","59.75"
"43307","CAN","-126.25","59.75"
"43308","CAN","-125.75","59.75"
"43310","CAN","-124.75","59.75"
"43311","CAN","-124.25","59.75"
"43312","CAN","-123.75","59.75"
"43313","CAN","-123.25","59.75"
"43315","CAN","-122.25","59.75"
"43318","CAN","-120.75","59.75"
"43319","CAN","-120.25","59.75"
"43324","CAN","-117.75","59.75"
"43329","CAN","-115.25","59.75"
"43330","CAN","-114.75","59.75"
"43331","CAN","-114.25","59.75"
"43332","CAN","-113.75","59.75"
"43333","CAN","-113.25","59.75"
"43335","CAN","-112.25","59.75"
"43336","CAN","-111.75","59.75"
"43337","CAN","-111.25","59.75"
"43338","CAN","-110.75","59.75"
"43339","CAN","-110.25","59.75"
"43340","CAN","-109.75","59.75"
"43341","CAN","-109.25","59.75"
"43342","CAN","-108.75","59.75"
"43343","CAN","-108.25","59.75"
"43344","CAN","-107.75","59.75"
"43345","CAN","-107.25","59.75"
"43347","CAN","-106.25","59.75"
"43348","CAN","-105.75","59.75"
"43349","CAN","-105.25","59.75"
"43350","CAN","-104.75","59.75"
"43470","GRL","-44.75","59.75"
"43471","GRL","-44.25","59.75"
"43557","GBR","-1.25","59.75"
"43570","NOR","5.25","59.75"
"43571","NOR","5.75","59.75"
"43572","NOR","6.25","59.75"
"43573","NOR","6.75","59.75"
"43575","NOR","7.75","59.75"
"43576","NOR","8.25","59.75"
"43577","NOR","8.75","59.75"
"43578","NOR","9.25","59.75"
"43579","NOR","9.75","59.75"
"43580","NOR","10.25","59.75"
"43581","NOR","10.75","59.75"
"43582","NOR","11.25","59.75"
"43583","NOR","11.75","59.75"
"43584","SWE","12.25","59.75"
"43585","SWE","12.75","59.75"
"43586","SWE","13.25","59.75"
"43587","SWE","13.75","59.75"
"43588","SWE","14.25","59.75"
"43589","SWE","14.75","59.75"
"43590","SWE","15.25","59.75"
"43591","SWE","15.75","59.75"
"43592","SWE","16.25","59.75"
"43593","SWE","16.75","59.75"
"43594","SWE","17.25","59.75"
"43595","SWE","17.75","59.75"
"43596","SWE","18.25","59.75"
"43597","SWE","18.75","59.75"
"43598","SWE","19.25","59.75"
"43605","FIN","22.75","59.75"
"43606","FIN","23.25","59.75"
"43607","FIN","23.75","59.75"
"43609","EST","24.75","59.75"
"43610","EST","25.25","59.75"
"43611","EST","25.75","59.75"
"43612","EST","26.25","59.75"
"43613","EST","26.75","59.75"
"43614","RUS","27.25","59.75"
"43616","RUS","28.25","59.75"
"43617","RUS","28.75","59.75"
"43618","RUS","29.25","59.75"
"43619","RUS","29.75","59.75"
"43620","RUS","30.25","59.75"
"43621","RUS","30.75","59.75"
"43622","RUS","31.25","59.75"
"43623","RUS","31.75","59.75"
"43624","RUS","32.25","59.75"
"43625","RUS","32.75","59.75"
"43626","RUS","33.25","59.75"
"43627","RUS","33.75","59.75"
"43628","RUS","34.25","59.75"
"43629","RUS","34.75","59.75"
"43630","RUS","35.25","59.75"
"43631","RUS","35.75","59.75"
"43632","RUS","36.25","59.75"
"43633","RUS","36.75","59.75"
"43634","RUS","37.25","59.75"
"43635","RUS","37.75","59.75"
"43636","RUS","38.25","59.75"
"43637","RUS","38.75","59.75"
"43638","RUS","39.25","59.75"
"43639","RUS","39.75","59.75"
"43640","RUS","40.25","59.75"
"43641","RUS","40.75","59.75"
"43642","RUS","41.25","59.75"
"43643","RUS","41.75","59.75"
"43644","RUS","42.25","59.75"
"43645","RUS","42.75","59.75"
"43646","RUS","43.25","59.75"
"43647","RUS","43.75","59.75"
"43648","RUS","44.25","59.75"
"43649","RUS","44.75","59.75"
"43650","RUS","45.25","59.75"
"43651","RUS","45.75","59.75"
"43652","RUS","46.25","59.75"
"43653","RUS","46.75","59.75"
"43654","RUS","47.25","59.75"
"43655","RUS","47.75","59.75"
"43656","RUS","48.25","59.75"
"43657","RUS","48.75","59.75"
"43658","RUS","49.25","59.75"
"43659","RUS","49.75","59.75"
"43660","RUS","50.25","59.75"
"43661","RUS","50.75","59.75"
"43662","RUS","51.25","59.75"
"43663","RUS","51.75","59.75"
"43664","RUS","52.25","59.75"
"43665","RUS","52.75","59.75"
"43666","RUS","53.25","59.75"
"43667","RUS","53.75","59.75"
"43668","RUS","54.25","59.75"
"43669","RUS","54.75","59.75"
"43670","RUS","55.25","59.75"
"43671","RUS","55.75","59.75"
"43672","RUS","56.25","59.75"
"43673","RUS","56.75","59.75"
"43674","RUS","57.25","59.75"
"43675","RUS","57.75","59.75"
"43676","RUS","58.25","59.75"
"43677","RUS","58.75","59.75"
"43678","RUS","59.25","59.75"
"43679","RUS","59.75","59.75"
"43680","RUS","60.25","59.75"
"43681","RUS","60.75","59.75"
"43682","RUS","61.25","59.75"
"43683","RUS","61.75","59.75"
"43684","RUS","62.25","59.75"
"43685","RUS","62.75","59.75"
"43686","RUS","63.25","59.75"
"43687","RUS","63.75","59.75"
"43688","RUS","64.25","59.75"
"43689","RUS","64.75","59.75"
"43690","RUS","65.25","59.75"
"43691","RUS","65.75","59.75"
"43692","RUS","66.25","59.75"
"43693","RUS","66.75","59.75"
"43694","RUS","67.25","59.75"
"43698","RUS","69.25","59.75"
"43699","RUS","69.75","59.75"
"43700","RUS","70.25","59.75"
"43703","RUS","71.75","59.75"
"43711","RUS","75.75","59.75"
"43715","RUS","77.75","59.75"
"43716","RUS","78.25","59.75"
"43717","RUS","78.75","59.75"
"43718","RUS","79.25","59.75"
"43720","RUS","80.25","59.75"
"43721","RUS","80.75","59.75"
"43722","RUS","81.25","59.75"
"43727","RUS","83.75","59.75"
"43730","RUS","85.25","59.75"
"43731","RUS","85.75","59.75"
"43738","RUS","89.25","59.75"
"43739","RUS","89.75","59.75"
"43748","RUS","94.25","59.75"
"43749","RUS","94.75","59.75"
"43750","RUS","95.25","59.75"
"43751","RUS","95.75","59.75"
"43757","RUS","98.75","59.75"
"43766","RUS","103.25","59.75"
"43796","RUS","118.25","59.75"
"43802","RUS","121.25","59.75"
"43810","RUS","125.25","59.75"
"43820","RUS","130.25","59.75"
"43821","RUS","130.75","59.75"
"43829","RUS","134.75","59.75"
"43860","RUS","150.25","59.75"
"43892","RUS","166.25","59.75"
"43962","USA","-158.75","59.25"
"43963","USA","-158.25","59.25"
"43964","USA","-157.75","59.25"
"43965","USA","-157.25","59.25"
"43966","USA","-156.75","59.25"
"43967","USA","-156.25","59.25"
"43968","USA","-155.75","59.25"
"43970","USA","-154.75","59.25"
"43976","USA","-151.75","59.25"
"43977","USA","-151.25","59.25"
"43978","USA","-150.75","59.25"
"43987","USA","-146.25","59.25"
